City;Latitude;Longitude;Country;Population
Groton;413390;-720727;United States;9134
Leesville;311394;-932743;United States;9131
Chester;347050;-812135;United States;9129
Ville Platte;306901;-922745;United States;9126
Dexter;367930;-899632;United States;9125
Franklin;413936;-798425;United States;9121
Thief River Falls;481111;-961774;United States;9114
Gig Harbor;473350;-1225966;United States;9110
Brewer;447835;-687352;United States;9107
Lenoir City;358113;-842817;United States;9106
Aliquippa;406155;-802548;United States;9102
Rawlins;417849;-1072265;United States;9087
Fultondale;336177;-868015;United States;9084
Fairmont;436441;-944618;United States;9083
Chanute;376699;-954619;United States;9079
Plymouth;423718;-834680;United States;9077
Madeira;391854;-843734;United States;9049
Eagle Point;424677;-1228016;United States;9046
Brigantine;394127;-743802;United States;9042
Marianna;307907;-852300;United States;9027
Sheffield;347556;-877008;United States;9025
Shelby;408845;-826577;United States;9018
Olney;387286;-880841;United States;9015
Grinnell;417372;-927244;United States;9014
Greenwood;352135;-942411;United States;9013
Mechanicsburg;402115;-770060;United States;9007
Saint Anthony;450275;-932174;United States;9007
Sheffield Lake;414884;-820978;United States;9004
San Elizario;315793;-1062632;United States;9000
Oakwood;397202;-841734;United States;8999
Rock Falls;417733;-896932;United States;8993
Eufaula;319102;-851505;United States;8988
Rigby;436735;-1119129;United States;8987
Berkeley;387441;-903362;United States;8981
Chatham;407405;-743838;United States;8977
Manteno;412505;-878442;United States;8969
Live Oak;392788;-1216624;United States;8961
Quincy;305659;-845856;United States;8952
Manvel;294775;-953634;United States;8939
Richlands;370877;-818082;United States;8938
West Tawakoni;328975;-960234;United States;8936
Brunswick;393180;-776253;United States;8930
Graham;331017;-985778;United States;8927
Lowell;362563;-941520;United States;8922
Albion;422478;-847572;United States;8920
Victoria;448634;-936590;United States;8917
Farmville;372968;-783993;United States;8916
Wharton;293138;-961044;United States;8915
Madras;446384;-1211268;United States;8914
Franklin;366831;-769386;United States;8913
Glenwood;415412;-876119;United States;8911
Park Ridge;410353;-740422;United States;8900
Garden City;320867;-811773;United States;8900
Cortez;373498;-1085769;United States;8898
Manor;303548;-975302;United States;8895
Glencoe;421347;-877641;United States;8894
Olmsted Falls;413657;-819043;United States;8890
Saint Albans;448119;-730846;United States;8888
Plymouth;437453;-879654;United States;8887
Canonsburg;402642;-801868;United States;8878
Pitman;397332;-751307;United States;8874
Perryton;363931;-1007974;United States;8868
Sutherlin;433885;-1233230;United States;8864
Flowood;323359;-900802;United States;8859
Farmingdale;407328;-734465;United States;8857
Airmont;410994;-740989;United States;8856
Stuttgart;344958;-915483;United States;8855
Hazard;372583;-831977;United States;8853
Jerseyville;391180;-903276;United States;8852
Hillview;380550;-856793;United States;8851
Matawan;404126;-742365;United States;8848
Navasota;303869;-960895;United States;8845
Woodway;314987;-972315;United States;8835
West Point;336064;-886571;United States;8827
Lake Elmo;449944;-929032;United States;8815
Waverly;427250;-924706;United States;8812
Quakertown;404398;-753456;United States;8798
Harrodsburg;377655;-848474;United States;8797
New Richmond;451225;-925341;United States;8791
Tallulah;324067;-911916;United States;8790
Seaside;459894;-1239213;United States;8788
Orange Park;301706;-817040;United States;8783
Lake Villa;424184;-880834;United States;8783
Port Townsend;481219;-1227873;United States;8782
South Amboy;404851;-742831;United States;8778
Cresskill;409405;-739597;United States;8777
Pike Road;322909;-860917;United States;8777
Needles;348160;-1146192;United States;8773
Rhinelander;456361;-894255;United States;8769
Swissvale;404207;-798858;United States;8769
Burlington;484676;-1223298;United States;8768
Lexington;377825;-794440;United States;8765
Collingdale;399151;-752776;United States;8765
Sellersburg;384029;-857705;United States;8765
Clinton;355058;-989724;United States;8761
Helotes;295701;-986947;United States;8758
West Frankfort;378997;-889302;United States;8756
Carencro;303115;-920385;United States;8752
Riverside;418310;-878169;United States;8748
Edgewood;390091;-845604;United States;8748
Moundsville;399221;-807422;United States;8741
Scott;302394;-920949;United States;8733
Itasca;419773;-880181;United States;8728
Audubon;398906;-750723;United States;8727
La Grange;383988;-853750;United States;8722
Riverdale;411734;-1120024;United States;8710
Closter;409733;-739606;United States;8705
East Grand Forks;479283;-970137;United States;8699
Orrville;408482;-817747;United States;8691
Palm Beach;266928;-800405;United States;8690
Laurel;456734;-1087707;United States;8690
Buckhannon;389927;-802279;United States;8688
Commerce;332420;-958999;United States;8685
Sultan;478703;-1218036;United States;8681
Frostburg;396507;-789271;United States;8676
Basalt;393663;-1070412;United States;8672
Bay Minette;308938;-877912;United States;8665
Nevada;378445;-943492;United States;8660
Perryville;377255;-898760;United States;8655
Park Hills;378211;-905050;United States;8655
Clarendon Hills;417981;-879569;United States;8653
Bloomfield;367265;-1079792;United States;8645
Fair Oaks Ranch;297454;-986396;United States;8645
Kirby;294611;-983859;United States;8640
Rockland;441274;-691369;United States;8633
Princeton;383552;-875785;United States;8632
Robertsdale;305533;-877060;United States;8629
Monett;369219;-939263;United States;8617
Calimesa;339873;-1170542;United States;8616
Clayton;396629;-750782;United States;8614
Kearney;393548;-943589;United States;8607
Lake City;338676;-797533;United States;8604
Wood-Ridge;408509;-740878;United States;8600
Monroe;413198;-741848;United States;8600
Southside;339007;-860237;United States;8600
Hobart;444965;-881602;United States;8599
Wesley Chapel;349985;-806904;United States;8596
Lake Park;267998;-800689;United States;8595
Pineville;350864;-808915;United States;8593
Indian Harbour Beach;281528;-805974;United States;8586
Corrales;352367;-1066197;United States;8586
Livingston;456667;-1105537;United States;8586
Ladue;386378;-903815;United States;8583
Beaver Falls;407620;-803225;United States;8581
Clinton;383716;-937679;United States;8581
Signal Mountain;351448;-853457;United States;8573
Socorro;340544;-1069064;United States;8554
Morrisville;402074;-747797;United States;8552
Harwood Heights;419663;-878057;United States;8549
Wagoner;359641;-953791;United States;8547
Oak Grove;453407;-933264;United States;8545
Oak Hill;379889;-811467;United States;8544
Malverne;406746;-736721;United States;8544
Humboldt;358254;-889045;United States;8543
Willowbrook;417635;-879456;United States;8543
Des Peres;385973;-904481;United States;8540
Westwego;299058;-901434;United States;8533
Zimmerman;454415;-935977;United States;8530
Paris;396148;-876905;United States;8528
Detroit Lakes;468057;-958436;United States;8528
Lindstrom;453869;-928475;United States;8521
Elsmere;389949;-846017;United States;8520
Wyoming;392295;-844814;United States;8517
Fountain Inn;346988;-821991;United States;8513
Bogota;408753;-740293;United States;8507
Montvale;410530;-740497;United States;8506
Susanville;404206;-1206129;United States;8506
Los Altos Hills;373672;-1221391;United States;8501
Carbondale;415714;-755048;United States;8498
Sunset Hills;385310;-904088;United States;8497
North Haledon;409627;-741845;United States;8491
Saint Johns;430008;-845557;United States;8491
Perkasie;403719;-752920;United States;8479
Paw Paw;422148;-858920;United States;8472
Covington;355656;-896480;United States;8469
Hooper;411598;-1122870;United States;8466
Blanchard;351523;-976612;United States;8463
Geneseo;427990;-778095;United States;8461
Mount Rainier;389426;-769645;United States;8455
Gonzales;365061;-1214429;United States;8447
Monticello;407455;-867668;United States;8445
Monahans;316291;-1030414;United States;8442
Heath;328443;-964679;United States;8440
Sheridan;450956;-1233972;United States;8439
Guntersville;343674;-862634;United States;8437
Hoquiam;469857;-1239006;United States;8434
Tuscumbia;347204;-877035;United States;8434
Napoleon;413978;-841244;United States;8432
Tuskegee;324395;-857139;United States;8430
Spotswood;403952;-743915;United States;8429
Wellington;407000;-1050059;United States;8428
Chester;379199;-898260;United States;8425
Melissa;332896;-965554;United States;8423
Ripley;357446;-895359;United States;8422
Decorah;433018;-917849;United States;8415
Thomson;334666;-824993;United States;8414
Northfield;393723;-745556;United States;8410
Corning;399282;-1221820;United States;8409
Gaylord;450211;-846799;United States;8399
Prairie du Sac;432922;-897337;United States;8397
Alliance;421021;-1028768;United States;8397
Highland Heights;415518;-814691;United States;8397
Sturgeon Bay;448228;-873660;United States;8396
Gridley;393622;-1216972;United States;8396
Haledon;409363;-741886;United States;8395
Clinton;401469;-889635;United States;8395
Mason;425805;-844426;United States;8395
Aransas Pass;278881;-971128;United States;8393
Savannah;352211;-882356;United States;8391
Richmond Heights;386309;-903332;United States;8389
Montesano;470108;-1235868;United States;8385
Black Mountain;356142;-823275;United States;8384
Millersville;400047;-763522;United States;8383
Wetumpka;325406;-862054;United States;8383
Boonton;409047;-744048;United States;8382
Runnemede;398521;-750740;United States;8382
Dormont;403941;-800377;United States;8381
Pleasant Hill;388061;-942654;United States;8376
Bridgeport;393036;-802476;United States;8364
Aurora;369680;-937199;United States;8364
Tecumseh;420066;-839451;United States;8362
Gering;418275;-1036649;United States;8360
Mount Pleasant;409622;-915453;United States;8360
New Square;411411;-740294;United States;8357
Fairview;331401;-966123;United States;8354
Middleport;389948;-820643;United States;8338
Jefferson City;361196;-834840;United States;8335
Conover;357156;-812169;United States;8331
Rio Vista;381762;-1217034;United States;8331
Spanish Fort;307257;-878602;United States;8327
Upper Saddle River;410633;-740987;United States;8326
Petoskey;453650;-849886;United States;8323
McFarland;430192;-892922;United States;8320
Star;437019;-1164939;United States;8313
Johnstown;430073;-743755;United States;8309
Holly;427987;-836233;United States;8309
Bath;439346;-698346;United States;8303
Somers;426403;-879104;United States;8300
Arab;343309;-864990;United States;8300
Kenton;406447;-836099;United States;8298
Center Line;424805;-830273;United States;8297
Absecon;394221;-744941;United States;8295
Saint Joseph;420969;-864849;United States;8288
Fort Mitchell;390459;-845562;United States;8286
Waynesburg;398983;-801855;United States;8285
Alamo Heights;294828;-984681;United States;8284
Cheviot;391578;-846138;United States;8283
Doylestown;403140;-751280;United States;8280
Menominee;451219;-876235;United States;8279
Whitehouse;322228;-952222;United States;8269
North Bay Village;258487;-801535;United States;8262
York;349968;-812348;United States;8260
Morehead;381906;-834466;United States;8252
Denison;420160;-953528;United States;8249
Croton-on-Hudson;412005;-739002;United States;8243
Hillsboro;320092;-971151;United States;8234
Rolling Hills Estates;337783;-1183508;United States;8231
Castle Shannon;403664;-800194;United States;8228
Colorado City;369774;-1129830;United States;8227
Oradell;409562;-740314;United States;8219
Mahtomedi;450616;-929662;United States;8211
Omak;484214;-1195178;United States;8208
Pismo Beach;351492;-1206506;United States;8198
Baxter;463420;-942800;United States;8198
Kenilworth;406782;-742890;United States;8194
Oakland;352256;-895377;United States;8193
Pleasant Hills;403298;-799596;United States;8189
New Prague;445459;-935758;United States;8186
Vinton;372747;-798886;United States;8185
Monona;430540;-893334;United States;8179
Trinidad;371748;-1044907;United States;8178
Bellevue;412744;-828396;United States;8178
Savoy;400600;-882552;United States;8177
Pewaukee;430853;-882523;United States;8176
Bloomingdale;410300;-743319;United States;8173
Bellevue;404945;-800550;United States;8172
Crete;414398;-876230;United States;8171
Pikeville;374808;-825261;United States;8169
Bridge City;300298;-938406;United States;8165
Hawthorn Woods;422315;-880622;United States;8164
Long Grove;421970;-880059;United States;8147
Chestnut Ridge;410830;-740552;United States;8135
Ivins;371742;-1136809;United States;8132
Richland Hills;328095;-972273;United States;8121
Brazil;395232;-871244;United States;8110
South Boston;367131;-789135;United States;8109
Mount Joy;401105;-765065;United States;8104
Frostproof;277492;-815251;United States;8103
Poteau;350431;-946356;United States;8100
Chardon;415803;-812081;United States;8096
Abingdon;367089;-819711;United States;8083
Dalhart;360579;-1025123;United States;8083
Hillside;418674;-879019;United States;8081
Fletcher;354315;-825038;United States;8079
Island Lake;422783;-882001;United States;8077
Oak Brook;418373;-879512;United States;8070
Brookhaven;398715;-753918;United States;8066
Cheraw;346978;-798988;United States;8061
Tillamook;454561;-1238346;United States;8061
Albion;432460;-781902;United States;8044
Briarcliff Manor;411400;-738440;United States;8032
Salem;386278;-889582;United States;8029
Flushing;430637;-838403;United States;8029
Hyrum;416317;-1118439;United States;8027
Willits;394050;-1233494;United States;8026
Jefferson;430042;-888084;United States;8024
La Junta;379797;-1035473;United States;8020
Caldwell;408390;-742777;United States;8018
Firebaugh;368533;-1204536;United States;8015
Oberlin;412857;-822197;United States;8009
Orono;449647;-935904;United States;8009
Raritan;405730;-746432;United States;8007
Celina;333201;-967854;United States;8006
Latrobe;403125;-793826;United States;8003
Logan;395386;-824063;United States;8003
Old Forge;413705;-757409;United States;8000
Brentwood;386194;-903476;United States;8000
Brooksville;285404;-823901;United States;7999
Oak Grove;390074;-941278;United States;7994
Medina;432197;-783888;United States;7993
Rio Bravo;273648;-994820;United States;7990
Conshohocken;400772;-753035;United States;7982
Princeton;413815;-894649;United States;7978
Milton;472522;-1223153;United States;7970
Hastings-on-Hudson;409902;-738801;United States;7969
West Long Branch;402883;-740186;United States;7963
Ripon;438436;-888386;United States;7961
Aspen;391948;-1068370;United States;7956
Grand Blanc;429258;-836182;United States;7954
Blair;415417;-961361;United States;7941
Columbiana;408871;-806750;United States;7940
Camp Hill;402422;-769274;United States;7934
Port Wentworth;321941;-811983;United States;7933
Fulshear;296931;-958792;United States;7925
Campbell;410777;-805904;United States;7923
Batesville;392974;-852139;United States;7922
Sallisaw;354609;-948070;United States;7922
Eaton;397506;-846342;United States;7922
Carnegie;404080;-800861;United States;7913
Ellsworth;445847;-684875;United States;7911
Downingtown;400076;-757019;United States;7905
Canal Winchester;398432;-828121;United States;7905
Maryville;387264;-899643;United States;7904
Southwest Ranches;260476;-803762;United States;7898
Jersey Village;298903;-955721;United States;7892
Big Stone Gap;368615;-827774;United States;7885
Lake Dallas;331277;-970234;United States;7881
Norwich;425333;-755227;United States;7880
Crookston;477747;-966062;United States;7875
Maplewood;386121;-903241;United States;7868
Jasper;309221;-939947;United States;7860
Wyoming;453365;-929765;United States;7856
Grantsville;406148;-1124777;United States;7848
Delta;387561;-1080772;United States;7847
Middletown;382410;-855215;United States;7845
Olivette;386725;-903784;United States;7844
Kennedale;326434;-972173;United States;7840
Mascoutah;385191;-898045;United States;7840
Colonie;427199;-738333;United States;7838
Salem;400540;-1116722;United States;7831
Rockmart;340103;-850442;United States;7827
Sheboygan Falls;437289;-878262;United States;7824
Broadview;418584;-878562;United States;7823
Woodlake;364124;-1190998;United States;7818
Marion;368389;-815135;United States;7808
Grand Ledge;427546;-847435;United States;7807
Bernardsville;407268;-745919;United States;7805
Hitchcock;292945;-950250;United States;7805
Covington;377786;-799868;United States;7804
Roanoke;330150;-972267;United States;7804
Oakdale;308157;-926542;United States;7801
Port Jefferson;409465;-730579;United States;7794
Antigo;451409;-891551;United States;7791
Calumet Park;416650;-876578;United States;7787
Wilson;406844;-752407;United States;7786
Butler;409991;-743472;United States;7779
Robinson;390089;-877330;United States;7774
Carl Junction;371669;-945468;United States;7772
Selah;466480;-1205388;United States;7768
Clear Lake;431346;-933740;United States;7751
Pahokee;268205;-806613;United States;7745
Milan;420820;-836847;United States;7742
Breckenridge;394997;-1060433;United States;7741
River Oaks;327767;-973984;United States;7740
Seaford;386539;-756118;United States;7736
Caribou;468662;-679919;United States;7736
Perry;418380;-940940;United States;7734
York;408708;-975947;United States;7724
Gilberts;421096;-883716;United States;7724
Wapato;464435;-1204213;United States;7723
Quarryville;398957;-761617;United States;7716
White Oak;403415;-798007;United States;7707
Duvall;477354;-1219726;United States;7701
Fanwood;406417;-743857;United States;7700
Gettysburg;398304;-772339;United States;7700
Swainsboro;325866;-823345;United States;7699
Orting;470967;-1222113;United States;7693
Estes Park;403701;-1055214;United States;7691
New Roads;306959;-914537;United States;7687
Sebastopol;384001;-1228277;United States;7678
Hales Corners;429410;-880492;United States;7674
Seville;410209;-818671;United States;7673
Benton;380110;-889179;United States;7671
Emerson;409749;-740239;United States;7669
Green Cove Springs;299903;-816808;United States;7666
Bonner Springs;390817;-948778;United States;7665
Scotia;428322;-739607;United States;7664
Diamondhead;303791;-893707;United States;7661
South Beloit;424821;-890249;United States;7652
Ashland;377597;-774715;United States;7649
Seminole;327215;-1026504;United States;7648
Quincy;472342;-1198512;United States;7644
Glen Ridge;408040;-742043;United States;7642
Shorewood;449161;-935743;United States;7642
Hastings;426498;-852886;United States;7640
Philadelphia;327761;-891221;United States;7639
Winters;385320;-1219781;United States;7637
Park City;378103;-973255;United States;7632
Pulaski;351934;-870354;United States;7630
Grandview Heights;399793;-830409;United States;7628
Marshall;422619;-849599;United States;7625
Kronenwetter;448163;-895806;United States;7619
Centerville;326341;-836854;United States;7615
Creston;410597;-943650;United States;7612
Clover;351124;-812201;United States;7607
Whiteville;343306;-787014;United States;7605
Baldwinsville;431570;-763318;United States;7605
Brighton;425298;-837848;United States;7604
Auburn;340151;-838316;United States;7603
Pittston;413274;-757885;United States;7602
Waupaca;443508;-890719;United States;7598
Fairfax;379884;-1225950;United States;7598
Berlin;397914;-749373;United States;7594
Clarksville;354567;-934808;United States;7589
Fort Scott;378286;-947037;United States;7588
Rathdrum;477992;-1168911;United States;7587
Silvis;414978;-904101;United States;7586
Ojai;344487;-1192469;United States;7585
Nolensville;359594;-866754;United States;7580
Hubbard;411593;-805682;United States;7579
Osceola;356947;-899930;United States;7563
Carbondale;393946;-1072145;United States;7549
Escalon;377911;-1209981;United States;7548
Manhattan;414274;-879803;United States;7546
Haddon Heights;398791;-750646;United States;7544
Dunbar;383688;-817345;United States;7543
Inverness;421152;-881019;United States;7541
Montpelier;442658;-725717;United States;7535
Hampton;333834;-842853;United States;7532
Saranac Lake;443245;-741314;United States;7529
Purcell;350180;-973747;United States;7528
Monticello;416519;-746874;United States;7527
Pembroke;346777;-791945;United States;7526
Ashland;407811;-763451;United States;7526
Calipatria;331488;-1155058;United States;7526
Lamar;380739;-1026155;United States;7525
Marengo;422311;-886156;United States;7525
Round Lake Park;423311;-880752;United States;7519
Old Town;449491;-687249;United States;7518
Mount Shasta;413206;-1223150;United States;7513
Wellington;372621;-974280;United States;7513
Palmyra;403100;-765944;United States;7510
Charles City;430644;-926745;United States;7510
Richfield;387628;-1120927;United States;7507
Aberdeen;351345;-794314;United States;7502
Rockton;424500;-890631;United States;7499
Chehalis;466649;-1229660;United States;7498
Delafield;430717;-883910;United States;7494
Altoona;448029;-914387;United States;7489
River Rouge;422731;-831246;United States;7482
Mammoth Lakes;376273;-1189900;United States;7469
Villa Hills;390656;-845951;United States;7468
Fairlawn;411270;-816212;United States;7466
Wildwood;288004;-820051;United States;7464
Crystal City;286910;-998257;United States;7459
Webster City;424623;-938167;United States;7459
Herkimer;430282;-749928;United States;7455
Cotati;383278;-1227092;United States;7455
Wynne;352324;-907897;United States;7455
Beebe;350713;-919002;United States;7453
Aztec;368189;-1079823;United States;7452
Holtville;328129;-1153779;United States;7449
Mount Horeb;430061;-897317;United States;7448
Kasson;440328;-927483;United States;7443
Charlestown;384270;-856677;United States;7438
Connellsville;400158;-795899;United States;7437
Hatboro;401775;-751054;United States;7434
Yreka;417292;-1226312;United States;7433
Florence;383821;-1051117;United States;7431
Waite Park;455323;-942440;United States;7428
Pinson;337064;-866654;United States;7426
Piedmont;356784;-977528;United States;7422
Hughson;376026;-1208661;United States;7417
Geneva;418003;-809461;United States;7415
Payette;440790;-1169256;United States;7414
New Bremen;404348;-843778;United States;7405
LaFayette;347088;-852815;United States;7403
Albertville;452365;-936617;United States;7401
Corbin;369321;-841004;United States;7398
Lander;428313;-1087599;United States;7397
Minnetrista;449355;-937103;United States;7397
McCook;402046;-1006214;United States;7393
Pingree Grove;420857;-884362;United States;7391
Torrington;420658;-1041621;United States;7389
Grove;365925;-947885;United States;7387
Tyrone;406764;-782460;United States;7376
Dunellen;405902;-744656;United States;7374
Milan;359127;-887556;United States;7371
Mentor-on-the-Lake;417135;-813650;United States;7371
Oak Grove;366686;-874216;United States;7370
Truth or Consequences;331851;-1072587;United States;7365
West Dundee;420984;-883072;United States;7361
Sandwich;416496;-886175;United States;7358
Sanibel;264535;-821024;United States;7351
Park City;423521;-878917;United States;7350
Inverness;288397;-823437;United States;7347
Valley Center;378325;-973647;United States;7343
Northport;409036;-733446;United States;7342
Clarkston;464154;-1170501;United States;7341
Neptune Beach;303165;-814118;United States;7337
Ralston;412005;-960354;United States;7329
Delphos;408481;-843369;United States;7328
Edgerton;428385;-890698;United States;7327
Longboat Key;273926;-826341;United States;7326
Paintsville;378169;-828068;United States;7323
Guadalupe;349608;-1205735;United States;7321
Vandalia;389754;-891117;United States;7320
Midland Park;409952;-741410;United States;7319
Marshfield;373414;-929116;United States;7318
Forsyth;366922;-931101;United States;7315
Flatwoods;385209;-827195;United States;7311
Riverdale Park;389645;-769265;United States;7304
New Cumberland;402297;-768764;United States;7299
Jackson;383485;-1207724;United States;7297
Crossett;331284;-919631;United States;7295
De Soto;381410;-905609;United States;7290
Ephrata;473119;-1195342;United States;7289
Williston Park;407588;-736465;United States;7289
Hudsonville;428634;-858626;United States;7285
Canfield;410315;-807672;United States;7284
Gonzales;295126;-974472;United States;7279
Morrow;335816;-843391;United States;7276
Marksville;311245;-920652;United States;7273
Knoxville;413188;-931024;United States;7273
Lowell;429351;-853457;United States;7272
La Feria;261544;-978255;United States;7271
Providence;417030;-1118122;United States;7270
Lincolnshire;421961;-879179;United States;7262
Bedford;373359;-795181;United States;7259
Wauseon;415534;-841406;United States;7254
New Albany;344909;-890201;United States;7253
Thurmont;396205;-774074;United States;7252
Palmyra;400025;-750359;United States;7241
Willows;395147;-1221992;United States;7240
Soldotna;604863;-1510676;United States;7238
Batesville;343148;-899249;United States;7237
Hempstead;300975;-960795;United States;7236
Skiatook;363693;-959815;United States;7236
Woodstock;388753;-785158;United States;7225
Strasburg;389944;-783541;United States;7218
Lawrenceville;387263;-876874;United States;7218
Marion;341787;-793965;United States;7218
Tyrone;334751;-845942;United States;7215
Laurium;472351;-884382;United States;7214
Whitefish;484333;-1143594;United States;7214
Bargersville;395414;-862004;United States;7213
Hiawatha;420518;-916899;United States;7212
Lucas;330950;-965792;United States;7211
Ponchatoula;304404;-904428;United States;7209
Atherton;374539;-1222032;United States;7207
Saint Gabriel;302536;-911013;United States;7205
Saint Martinville;301264;-918319;United States;7197
South Weber;411334;-1119393;United States;7196
Orland Hills;415905;-878413;United States;7184
Tolleson;334484;-1122561;United States;7178
Onalaska;308216;-951111;United States;7173
East Hills;407958;-736292;United States;7173
Mills River;353855;-825854;United States;7168
Middleton;437124;-1166143;United States;7168
Berrien Springs;419474;-863406;United States;7162
Scappoose;457563;-1228771;United States;7158
Highland Heights;390355;-844567;United States;7155
Glenolden;398996;-752920;United States;7153
Pleasantville;411378;-737827;United States;7150
Moab;385700;-1095476;United States;7149
Bonne Terre;379209;-905425;United States;7147
Austell;338202;-846453;United States;7139
Catoosa;361832;-957663;United States;7133
Milltown;404503;-744350;United States;7132
Winooski;444951;-731842;United States;7128
Bellbrook;396384;-840865;United States;7128
Sausalito;378581;-1224932;United States;7125
Lewisburg;378096;-804327;United States;7124
Pacific;472610;-1222507;United States;7122
Belen;346804;-1067875;United States;7122
Nebraska City;406766;-958613;United States;7122
Hudson Falls;433042;-735818;United States;7121
Saint Helena;385044;-1224681;United States;7119
Wytheville;369530;-810881;United States;7114
Independence;413780;-816385;United States;7114
Richland;322309;-901592;United States;7111
Live Oak;302956;-829846;United States;7110
Dos Palos;369854;-1206337;United States;7109
Barnesville;330511;-841526;United States;7103
Salida;385303;-1059987;United States;7102
Hillsboro;391670;-894735;United States;7102
Dade City;283564;-821942;United States;7099
Walled Lake;425379;-834786;United States;7089
Fort Myers Beach;264325;-819169;United States;7085
Keyport;404327;-742013;United States;7085
Syracuse;414215;-857490;United States;7085
Keystone Heights;297810;-820339;United States;7081
Madison;440062;-971084;United States;7081
Rochester;410591;-861960;United States;7077
Sioux Center;430746;-961707;United States;7076
Nappanee;414452;-859962;United States;7074
Stanwood;482450;-1223427;United States;7073
Flowery Branch;341707;-839141;United States;7073
Santa Clara;371312;-1136561;United States;7065
Ashland;465801;-908715;United States;7063
Fort Payne;344559;-856954;United States;7062
Saint Louis;434082;-846116;United States;7060
De Funiak Springs;307121;-861207;United States;7055
Floresville;291403;-981627;United States;7053
University Park;414460;-877154;United States;7052
Crete;406256;-969570;United States;7047
New Paltz;417495;-740808;United States;7046
Franklin;351800;-833810;United States;7041
Fairview;359819;-871286;United States;7040
Orange City;430019;-960565;United States;7040
Edinboro;418762;-801246;United States;7035
Gibsonville;360989;-795425;United States;7029
Lampasas;310659;-981831;United States;7026
Sandersville;329827;-828093;United States;7026
King;362767;-803560;United States;7025
Ridley Park;398785;-753251;United States;7023
Pelham;409116;-738075;United States;7020
Milton-Freewater;459348;-1183913;United States;7019
Glendive;471102;-1047070;United States;7015
Adel;311316;-834249;United States;7014
Mount Carmel;384190;-877696;United States;7008
Sedona;348574;-1117951;United States;7008
Great Neck Plaza;407869;-737260;United States;7003
Stratford;398289;-750154;United States;7001
Palmer;615974;-1491147;United States;7000
Ocean City;383989;-750715;United States;6999
Umatilla;459128;-1193142;United States;6997
Cottage Grove;430913;-892023;United States;6996
Page;369425;-1115071;United States;6989
Nyack;410919;-739143;United States;6987
Sitka;572405;-1353152;United States;6987
Mendota;415552;-891046;United States;6986
Trumann;356763;-905229;United States;6982
Union Grove;426870;-880501;United States;6980
Saint Augustine Beach;298413;-812713;United States;6979
Archbald;415077;-755453;United States;6979
Leitchfield;374863;-862857;United States;6979
Huron;413912;-825626;United States;6977
Tuttle;353068;-977556;United States;6968
Rolesville;359249;-784654;United States;6962
Perry;301092;-835820;United States;6960
Huron;362040;-1200961;United States;6941
Ione;383612;-1209422;United States;6940
Black Jack;387994;-902639;United States;6940
Sturtevant;427005;-879014;United States;6937
Treasure Island;277731;-827660;United States;6937
Jackson;433244;-881668;United States;6933
Roaring Spring;403348;-783959;United States;6930
Chestertown;392188;-760710;United States;6918
Valley Park;385513;-904923;United States;6911
Milford;391700;-842810;United States;6906
Sanger;333736;-971697;United States;6900
Brewton;311111;-870737;United States;6896
Linwood;393435;-745707;United States;6892
Mexia;316809;-964833;United States;6885
Mountainside;406810;-743605;United States;6883
Souderton;403110;-753223;United States;6883
Cortland;413318;-807192;United States;6880
Seward;409096;-970961;United States;6879
Bath;423363;-773179;United States;6879
Sidney;477149;-1041665;United States;6877
Emmitsburg;397050;-773217;United States;6873
Commerce;342129;-834730;United States;6871
Allendale;410332;-741332;United States;6853
Joshua;324607;-973829;United States;6846
Kiel;439167;-880266;United States;6841
Litchfield;391963;-896288;United States;6829
Oak Ridge;361737;-799918;United States;6827
Belle Isle;284724;-813491;United States;6825
Rumson;403626;-740046;United States;6824
Mount Vernon;379364;-878955;United States;6821
Blairsville;404325;-792599;United States;6815
Byron;421273;-892622;United States;6815
Columbia;312564;-898266;United States;6807
Farmington;360370;-942537;United States;6804
Portage;403868;-786746;United States;6802
North Syracuse;431339;-761306;United States;6800
Greenbrier;364237;-867974;United States;6796
Winthrop Harbor;424806;-878294;United States;6794
Barrington;398689;-750514;United States;6792
Ambridge;405922;-802264;United States;6787
Sturgis;444093;-1035184;United States;6787
Roeland Park;390358;-946374;United States;6786
Windsor;432165;-893393;United States;6785
Gunnison;385455;-1069226;United States;6784
Fircrest;472308;-1225157;United States;6780
Plaquemine;302834;-912429;United States;6780
Kirtland;415969;-813406;United States;6773
Hondo;293532;-991621;United States;6772
Washington;412982;-916928;United States;6771
Loomis;388093;-1211955;United States;6767
Beaver Dam;374044;-868742;United States;6764
Youngtown;335846;-1123048;United States;6759
Noble;351385;-973710;United States;6756
Martins Ferry;401014;-807252;United States;6756
Taylor Mill;390092;-844987;United States;6756
Farr West;413015;-1120318;United States;6755
Roosevelt;402932;-1100037;United States;6754
Russellville;368393;-868950;United States;6754
Bayville;409077;-735603;United States;6751
Colusa;392049;-1220095;United States;6751
Nibley;416726;-1118455;United States;6747
Brier;477924;-1222736;United States;6743
Saint Joseph;455609;-943075;United States;6743
Millersville;363967;-867108;United States;6742
Church Hill;365206;-827142;United States;6740
North Bend;474899;-1217741;United States;6739
Kimberly;442670;-883382;United States;6739
Hamilton;341346;-879755;United States;6739
Columbia Falls;483698;-1141914;United States;6739
Greenville;388867;-893894;United States;6735
Nevada;420185;-934637;United States;6735
